Morningstar Category,Medalist_1,Medalist_2,Name_1,Name_2,3-year Rank_1,3-year Rank_2,Expense Ratio - Net_1,3 Year Sharpe Ratio_1,Standard Deviation_1,3 Yr_1,Beta_1,Manager Tenure_1,Inception Date_1,Assets (Millions)_1,Turnover Rates_1,Load (Y/N)_1,NTF_1,Expense Ratio - Net_2,3 Year Sharpe Ratio_2,Standard Deviation_2,3 Yr_2,Beta_2,Manager Tenure_2,Inception Date_2,Assets (Millions)_2,Turnover Rates_2,Load (Y/N)_2,NTF_2,interestingness
Consumer Cyclical,Neutral,Negative,Fidelity Select Automotive Portfolio (FSAVX),U.S. Global Investors Global Luxury Goods Fund (USLUX),46.0,39.0,0.0078,0.66,19.38,17.89,1.17,2 years,06/30/1986,73.27,115.0,N,Y,0.0175,0.79,17.09,18.53,1.11,31 years,10/17/1994,53.99,195.0,N,Y,9.733808028928774
Consumer Cyclical,Bronze,Negative,Fidelity Select Leisure Portfolio (FDLSX),Rydex Leisure Fund Class Investor (RYLIX),62.0,66.0,0.0069,0.65,17.36,16.38,1.11,1 year,05/08/1984,591.73,44.0,N,Y,0.0139999999999999,0.66,16.77,16.15,1.12,28 years,04/01/1998,5.97,263.0,N,Y,9.475620916605424
Consumer Cyclical,Negative,Neutral,U.S. Global Investors Global Luxury Goods Fund (USLUX),Rydex Retailing Fund Class Investor (RYRIX),39.0,79.0,0.0175,0.79,17.09,18.53,1.11,31 years,10/17/1994,53.99,195.0,N,Y,0.0138,0.51,17.98,14.19,1.3,28 years,04/01/1998,6.91,296.0,N,Y,8.712403674433466
Consumer Cyclical,Negative,Neutral,U.S. Global Investors Global Luxury Goods Fund (USLUX),Rydex Retailing Fund Class H (RYRAX),39.0,80.0,0.0175,0.79,17.09,18.53,1.11,31 years,10/17/1994,53.99,195.0,N,Y,0.0163999999999999,0.49,17.98,13.9,1.3,28 years,04/21/1998,6.91,296.0,N,N,8.54894277330074
Consumer Cyclical,Negative,Neutral,U.S. Global Investors Global Luxury Goods Fund (USLUX),Rydex Retailing Fund Class A (RYRTX),39.0,80.0,0.0175,0.79,17.09,18.53,1.11,31 years,10/17/1994,53.99,195.0,N,Y,0.0163999999999999,0.49,17.96,13.91,1.3,28 years,04/01/1998,6.91,296.0,Y,N,8.52035475011811
Consumer Cyclical,Bronze,Neutral,Fidelity Select Construction and Housing Portfolio (FSHOX),Fidelity Select Consumer Discretionary Portfolio (FSCPX),65.0,13.0,0.0069,0.54,21.0,16.35,1.41,4 years,09/29/1986,681.35,13.0,N,Y,0.0069999999999999,0.92,20.13,23.55,1.46,4 years,06/29/1990,1018.11,19.0,N,Y,8.165476117260305
Consumer Cyclical,Neutral,Bronze,Fidelity Select Automotive Portfolio (FSAVX),Fidelity Select Retailing Portfolio (FSRPX),46.0,55.0,0.0078,0.66,19.38,17.89,1.17,2 years,06/30/1986,73.27,115.0,N,Y,0.0064,0.76,16.16,17.28,1.17,1 year,12/16/1985,2491.25,77.0,N,Y,7.763085877849121
Consumer Cyclical,Negative,Negative,Rydex Retailing Fund Class C (RYRCX),Rydex Leisure Fund Class Investor (RYLIX),88.0,66.0,0.0239,0.45,17.96,13.05,1.3,28 years,04/01/1998,6.91,296.0,Y,N,0.0139999999999999,0.66,16.77,16.15,1.12,28 years,04/01/1998,5.97,263.0,N,Y,7.307155095462692
Consumer Cyclical,Bronze,Bronze,Fidelity Select Leisure Portfolio (FDLSX),Fidelity Select Construction and Housing Portfolio (FSHOX),62.0,65.0,0.0069,0.65,17.36,16.38,1.11,1 year,05/08/1984,591.73,44.0,N,Y,0.0069,0.54,21.0,16.35,1.41,4 years,09/29/1986,681.35,13.0,N,Y,7.231570702954406
Consumer Cyclical,Neutral,Bronze,Fidelity Select Automotive Portfolio (FSAVX),Fidelity Select Construction and Housing Portfolio (FSHOX),46.0,65.0,0.0078,0.66,19.38,17.89,1.17,2 years,06/30/1986,73.27,115.0,N,Y,0.0069,0.54,21.0,16.35,1.41,4 years,09/29/1986,681.35,13.0,N,Y,7.014419869749391
Consumer Cyclical,Negative,Negative,Rydex Retailing Fund Class C (RYRCX),Rydex Leisure Fund H Class (RYLAX),88.0,67.0,0.0239,0.45,17.96,13.05,1.3,28 years,04/01/1998,6.91,296.0,Y,N,0.0163,0.65,16.76,15.86,1.12,28 years,04/01/1998,5.97,263.0,N,N,6.72682405880138
Consumer Cyclical,Negative,Negative,Rydex Retailing Fund Class C (RYRCX),Rydex Leisure Fund Class A (RYLSX),88.0,67.0,0.0239,0.45,17.96,13.05,1.3,28 years,04/01/1998,6.91,296.0,Y,N,0.0163999999999999,0.65,16.76,15.85,1.12,28 years,04/01/1998,5.97,263.0,Y,N,6.705731181653682
Consumer Cyclical,Bronze,Bronze,Fidelity Select Leisure Portfolio (FDLSX),Fidelity Select Retailing Portfolio (FSRPX),62.0,55.0,0.0069,0.65,17.36,16.38,1.11,1 year,05/08/1984,591.73,44.0,N,Y,0.0064,0.76,16.16,17.28,1.17,1 year,12/16/1985,2491.25,77.0,N,Y,6.131574224880836
Consumer Cyclical,Negative,Negative,U.S. Global Investors Global Luxury Goods Fund (USLUX),Rydex Leisure Fund Class C (RYLCX),39.0,71.0,0.0175,0.79,17.09,18.53,1.11,31 years,10/17/1994,53.99,195.0,N,Y,0.0239,0.59,16.75,14.99,1.12,28 years,04/01/1998,5.97,263.0,Y,N,5.971658549786019
Consumer Cyclical,Negative,Neutral,Rydex Leisure Fund Class C (RYLCX),Rydex Retailing Fund Class Investor (RYRIX),71.0,79.0,0.0239,0.59,16.75,14.99,1.12,28 years,04/01/1998,5.97,263.0,Y,N,0.0138,0.51,17.98,14.19,1.3,28 years,04/01/1998,6.91,296.0,N,Y,5.437116235397649
Consumer Cyclical,Negative,Neutral,Rydex Leisure Fund Class Investor (RYLIX),Rydex Retailing Fund Class H (RYRAX),66.0,80.0,0.0139999999999999,0.66,16.77,16.15,1.12,28 years,04/01/1998,5.97,263.0,N,Y,0.0163999999999999,0.49,17.98,13.9,1.3,28 years,04/21/1998,6.91,296.0,N,N,5.394988272534741
Consumer Cyclical,Negative,Neutral,Rydex Leisure Fund Class Investor (RYLIX),Rydex Retailing Fund Class A (RYRTX),66.0,80.0,0.0139999999999999,0.66,16.77,16.15,1.12,28 years,04/01/1998,5.97,263.0,N,Y,0.0163999999999999,0.49,17.96,13.91,1.3,28 years,04/01/1998,6.91,296.0,Y,N,5.366400249352109
Consumer Cyclical,Negative,Neutral,Rydex Leisure Fund Class C (RYLCX),Rydex Retailing Fund Class H (RYRAX),71.0,80.0,0.0239,0.59,16.75,14.99,1.12,28 years,04/01/1998,5.97,263.0,Y,N,0.0163999999999999,0.49,17.98,13.9,1.3,28 years,04/21/1998,6.91,296.0,N,N,5.273655334264925
Consumer Cyclical,Negative,Neutral,Rydex Leisure Fund Class C (RYLCX),Rydex Retailing Fund Class A (RYRTX),71.0,80.0,0.0239,0.59,16.75,14.99,1.12,28 years,04/01/1998,5.97,263.0,Y,N,0.0163999999999999,0.49,17.96,13.91,1.3,28 years,04/01/1998,6.91,296.0,Y,N,5.245067311082295
Consumer Cyclical,Negative,Neutral,Rydex Leisure Fund Class A (RYLSX),Rydex Retailing Fund Class Investor (RYRIX),67.0,79.0,0.0163999999999999,0.65,16.76,15.85,1.12,28 years,04/01/1998,5.97,263.0,Y,N,0.0138,0.51,17.98,14.19,1.3,28 years,04/01/1998,6.91,296.0,N,Y,4.957025259858456
Consumer Cyclical,Negative,Neutral,Rydex Leisure Fund H Class (RYLAX),Rydex Retailing Fund Class Investor (RYRIX),67.0,79.0,0.0163,0.65,16.76,15.86,1.12,28 years,04/01/1998,5.97,263.0,N,N,0.0138,0.51,17.98,14.19,1.3,28 years,04/01/1998,6.91,296.0,N,Y,4.943836009234447
Consumer Cyclical,Negative,Neutral,Rydex Leisure Fund H Class (RYLAX),Rydex Retailing Fund Class H (RYRAX),67.0,80.0,0.0163,0.65,16.76,15.86,1.12,28 years,04/01/1998,5.97,263.0,N,N,0.0163999999999999,0.49,17.98,13.9,1.3,28 years,04/21/1998,6.91,296.0,N,N,4.814657235873428
Consumer Cyclical,Negative,Neutral,Rydex Leisure Fund Class A (RYLSX),Rydex Retailing Fund Class H (RYRAX),67.0,80.0,0.0163999999999999,0.65,16.76,15.85,1.12,28 years,04/01/1998,5.97,263.0,Y,N,0.0163999999999999,0.49,17.98,13.9,1.3,28 years,04/21/1998,6.91,296.0,N,N,4.79356435872573
Consumer Cyclical,Negative,Neutral,Rydex Leisure Fund H Class (RYLAX),Rydex Retailing Fund Class A (RYRTX),67.0,80.0,0.0163,0.65,16.76,15.86,1.12,28 years,04/01/1998,5.97,263.0,N,N,0.0163999999999999,0.49,17.96,13.91,1.3,28 years,04/01/1998,6.91,296.0,Y,N,4.786069212690798
Consumer Cyclical,Negative,Neutral,Rydex Leisure Fund Class A (RYLSX),Rydex Retailing Fund Class A (RYRTX),67.0,80.0,0.0163999999999999,0.65,16.76,15.85,1.12,28 years,04/01/1998,5.97,263.0,Y,N,0.0163999999999999,0.49,17.96,13.91,1.3,28 years,04/01/1998,6.91,296.0,Y,N,4.7649763355431
Consumer Cyclical,Negative,Neutral,Rydex Leisure Fund Class Investor (RYLIX),Rydex Retailing Fund Class Investor (RYRIX),66.0,79.0,0.0139999999999999,0.66,16.77,16.15,1.12,28 years,04/01/1998,5.97,263.0,N,Y,0.0138,0.51,17.98,14.19,1.3,28 years,04/01/1998,6.91,296.0,N,Y,4.73567810714572
Consumer Cyclical,Bronze,Neutral,Fidelity Select Leisure Portfolio (FDLSX),Fidelity Select Automotive Portfolio (FSAVX),62.0,46.0,0.0069,0.65,17.36,16.38,1.11,1 year,05/08/1984,591.73,44.0,N,Y,0.0078,0.66,19.38,17.89,1.17,2 years,06/30/1986,73.27,115.0,N,Y,4.723869486487865
Consumer Cyclical,Negative,Negative,Rydex Leisure Fund Class C (RYLCX),Rydex Retailing Fund Class C (RYRCX),71.0,88.0,0.0239,0.59,16.75,14.99,1.12,28 years,04/01/1998,5.97,263.0,Y,N,0.0239,0.45,17.96,13.05,1.3,28 years,04/01/1998,6.91,296.0,Y,N,4.614662574312385
Consumer Cyclical,Negative,Negative,U.S. Global Investors Global Luxury Goods Fund (USLUX),Rydex Leisure Fund Class Investor (RYLIX),39.0,66.0,0.0175,0.79,17.09,18.53,1.11,31 years,10/17/1994,53.99,195.0,N,Y,0.0139999999999999,0.66,16.77,16.15,1.12,28 years,04/01/1998,5.97,263.0,N,Y,4.449657317266112
Consumer Cyclical,Negative,Negative,U.S. Global Investors Global Luxury Goods Fund (USLUX),Rydex Leisure Fund H Class (RYLAX),39.0,67.0,0.0175,0.79,17.09,18.53,1.11,31 years,10/17/1994,53.99,195.0,N,Y,0.0163,0.65,16.76,15.86,1.12,28 years,04/01/1998,5.97,263.0,N,N,4.256191006867639
Consumer Cyclical,Negative,Negative,U.S. Global Investors Global Luxury Goods Fund (USLUX),Rydex Leisure Fund Class A (RYLSX),39.0,67.0,0.0175,0.79,17.09,18.53,1.11,31 years,10/17/1994,53.99,195.0,N,Y,0.0163999999999999,0.65,16.76,15.85,1.12,28 years,04/01/1998,5.97,263.0,Y,N,4.243001756243631
Consumer Cyclical,Negative,Negative,Rydex Leisure Fund Class C (RYLCX),Rydex Leisure Fund Class Investor (RYLIX),71.0,66.0,0.0239,0.59,16.75,14.99,1.12,28 years,04/01/1998,5.97,263.0,Y,N,0.0139999999999999,0.66,16.77,16.15,1.12,28 years,04/01/1998,5.97,263.0,N,Y,2.721875704530823
Consumer Cyclical,Negative,Neutral,Rydex Retailing Fund Class C (RYRCX),Rydex Retailing Fund Class Investor (RYRIX),88.0,79.0,0.0239,0.45,17.96,13.05,1.3,28 years,04/01/1998,6.91,296.0,Y,N,0.0138,0.51,17.98,14.19,1.3,28 years,04/01/1998,6.91,296.0,N,Y,2.6694244272409335
Consumer Cyclical,Negative,Negative,Rydex Leisure Fund Class C (RYLCX),Rydex Leisure Fund H Class (RYLAX),71.0,67.0,0.0239,0.59,16.75,14.99,1.12,28 years,04/01/1998,5.97,263.0,Y,N,0.0163,0.65,16.76,15.86,1.12,28 years,04/01/1998,5.97,263.0,N,N,2.1268530761792555
Consumer Cyclical,Negative,Negative,Rydex Leisure Fund Class C (RYLCX),Rydex Leisure Fund Class A (RYLSX),71.0,67.0,0.0239,0.59,16.75,14.99,1.12,28 years,04/01/1998,5.97,263.0,Y,N,0.0163999999999999,0.65,16.76,15.85,1.12,28 years,04/01/1998,5.97,263.0,Y,N,2.105760199031558
Consumer Cyclical,Negative,Neutral,Rydex Retailing Fund Class C (RYRCX),Rydex Retailing Fund Class H (RYRAX),88.0,80.0,0.0239,0.45,17.96,13.05,1.3,28 years,04/01/1998,6.91,296.0,Y,N,0.0163999999999999,0.49,17.98,13.9,1.3,28 years,04/21/1998,6.91,296.0,N,N,1.9614392427695235
Consumer Defensive,Neutral,Negative,Fidelity Select Consumer Staples Portfolio (FDFAX),Rydex Consumer Products Fund Class C (RYCPX),49.0,85.0,0.0068,-0.3,10.73,1.8,0.47,6 years,07/29/1985,1045.38,50.0,N,Y,0.0237999999999999,-0.6,10.54,-1.33,0.45,28 years,07/06/1998,29.38,57.0,Y,N,24.087501939755473
Consumer Defensive,Neutral,Negative,Fidelity Select Consumer Staples Portfolio (FDFAX),Rydex Consumer Products Fund Class A (RYPDX),49.0,76.0,0.0068,-0.3,10.73,1.8,0.47,6 years,07/29/1985,1045.38,50.0,N,Y,0.0163999999999999,-0.53,10.54,-0.58,0.45,28 years,07/06/1998,29.38,57.0,Y,N,21.3343654364215
Consumer Defensive,Neutral,Negative,Fidelity Select Consumer Staples Portfolio (FDFAX),Rydex Consumer Products Fund Class H (RYCAX),49.0,74.0,0.0068,-0.3,10.73,1.8,0.47,6 years,07/29/1985,1045.38,50.0,N,Y,0.0163999999999999,-0.53,10.55,-0.58,0.45,28 years,07/06/1998,29.38,57.0,N,N,21.199476404450223
Consumer Defensive,Negative,Neutral,Rydex Consumer Products Fund Class Investor (RYCIX),Fidelity Select Consumer Staples Portfolio (FDFAX),72.0,49.0,0.0138,-0.51,10.55,-0.34,0.45,28 years,07/06/1998,29.38,57.0,N,Y,0.0068,-0.3,10.73,1.8,0.47,6 years,07/29/1985,1045.38,50.0,N,Y,20.29958143003634
Consumer Defensive,Negative,Negative,Rydex Consumer Products Fund Class Investor (RYCIX),Rydex Consumer Products Fund Class C (RYCPX),72.0,85.0,0.0138,-0.51,10.55,-0.34,0.45,28 years,07/06/1998,29.38,57.0,N,Y,0.0237999999999999,-0.6,10.54,-1.33,0.45,28 years,07/06/1998,29.38,57.0,Y,N,3.7879205097191364
Consumer Defensive,Negative,Negative,Rydex Consumer Products Fund Class H (RYCAX),Rydex Consumer Products Fund Class C (RYCPX),74.0,85.0,0.0163999999999999,-0.53,10.55,-0.58,0.45,28 years,07/06/1998,29.38,57.0,N,N,0.0237999999999999,-0.6,10.54,-1.33,0.45,28 years,07/06/1998,29.38,57.0,Y,N,2.8880255353052524
Consumer Defensive,Negative,Negative,Rydex Consumer Products Fund Class Investor (RYCIX),Rydex Consumer Products Fund Class A (RYPDX),72.0,76.0,0.0138,-0.51,10.55,-0.34,0.45,28 years,07/06/1998,29.38,57.0,N,Y,0.0163999999999999,-0.53,10.54,-0.58,0.45,28 years,07/06/1998,29.38,57.0,Y,N,1.0347840063851603
Energy Limited Partnership,Negative,Negative,Transamerica Energy Infrastructure Class C (TMCLX),Invesco SteelPath MLP Select 40 Fund Class A (MLPFX),97.0,21.0,0.0235,0.6,14.01,13.47,0.68,2 years,04/30/2013,125.42,55.0,Y,N,0.1028999999999999,1.24,12.19,20.1,0.51,16 years,03/31/2010,2012.78,20.0,Y,Y,21.254895091034406
Energy Limited Partnership,Neutral,Negative,Catalyst Energy Infrastructure Fund Class C (MLXCX),Invesco SteelPath MLP Select 40 Fund Class A (MLPFX),90.0,21.0,0.0243,0.57,16.57,14.43,0.73,11 years,12/22/2014,328.05,16.0,N,N,0.1028999999999999,1.24,12.19,20.1,0.51,16 years,03/31/2010,2012.78,20.0,Y,Y,21.00226173032125
Energy Limited Partnership,Negative,Negative,Transamerica Energy Infrastructure Class C (TMCLX),Invesco SteelPath MLP Select 40 Fund Class C (MLPEX),97.0,33.0,0.0235,0.6,14.01,13.47,0.68,2 years,04/30/2013,125.42,55.0,Y,N,0.1104,1.18,12.13,19.29,0.5,16 years,03/31/2010,2011.83,20.0,Y,N,20.821655818195236
Energy Limited Partnership,Neutral,Negative,Catalyst Energy Infrastructure Fund Class C (MLXCX),Invesco SteelPath MLP Select 40 Fund Class C (MLPEX),90.0,33.0,0.0243,0.57,16.57,14.43,0.73,11 years,12/22/2014,328.05,16.0,N,N,0.1104,1.18,12.13,19.29,0.5,16 years,03/31/2010,2011.83,20.0,Y,N,20.569022457482085
Energy Limited Partnership,Neutral,Negative,Transamerica Energy Infrastructure Class A (TMLAX),Invesco SteelPath MLP Select 40 Fund Class A (MLPFX),91.0,21.0,0.0156,0.67,13.99,14.41,0.68,2 years,04/30/2013,125.42,55.0,Y,Y,0.1028999999999999,1.24,12.19,20.1,0.51,16 years,03/31/2010,2012.78,20.0,Y,Y,20.49178556554491
Energy Limited Partnership,Neutral,Negative,Catalyst Energy Infrastructure Fund Class A (MLXAX),Invesco SteelPath MLP Select 40 Fund Class A (MLPFX),86.0,21.0,0.0168,0.62,16.59,15.29,0.73,11 years,12/22/2014,328.05,16.0,Y,N,0.1028999999999999,1.24,12.19,20.1,0.51,16 years,03/31/2010,2012.78,20.0,Y,Y,20.437152918199534
Energy Limited Partnership,Neutral,Negative,Transamerica Energy Infrastructure Class I (TMLPX),Invesco SteelPath MLP Select 40 Fund Class A (MLPFX),89.0,21.0,0.0128,0.69,14.03,14.73,0.68,2 years,04/30/2013,125.42,55.0,N,N,0.1028999999999999,1.24,12.19,20.1,0.51,16 years,03/31/2010,2012.78,20.0,Y,Y,20.29588358940988
Energy Limited Partnership,Neutral,Negative,Catalyst Energy Infrastructure Fund Class I (MLXIX),Invesco SteelPath MLP Select 40 Fund Class A (MLPFX),85.0,21.0,0.0143,0.64,16.59,15.59,0.73,11 years,12/22/2014,328.05,16.0,N,N,0.1028999999999999,1.24,12.19,20.1,0.51,16 years,03/31/2010,2012.78,20.0,Y,Y,20.214332705827
Energy Limited Partnership,Negative,Negative,Transamerica Energy Infrastructure Class C (TMCLX),Invesco SteelPath MLP Alpha Plus Fund Class A (MLPLX),97.0,2.0,0.0235,0.6,14.01,13.47,0.68,2 years,04/30/2013,125.42,55.0,Y,N,0.1725,1.08,17.97,24.48,0.74,14 years,12/30/2011,275.39,26.0,Y,Y,20.214125022770073
Energy Limited Partnership,Neutral,Negative,Transamerica Energy Infrastructure Class A (TMLAX),Invesco SteelPath MLP Select 40 Fund Class C (MLPEX),91.0,33.0,0.0156,0.67,13.99,14.41,0.68,2 years,04/30/2013,125.42,55.0,Y,Y,0.1104,1.18,12.13,19.29,0.5,16 years,03/31/2010,2011.83,20.0,Y,N,20.058546292705735
Energy Limited Partnership,Neutral,Negative,Catalyst Energy Infrastructure Fund Class A (MLXAX),Invesco SteelPath MLP Select 40 Fund Class C (MLPEX),86.0,33.0,0.0168,0.62,16.59,15.29,0.73,11 years,12/22/2014,328.05,16.0,Y,N,0.1104,1.18,12.13,19.29,0.5,16 years,03/31/2010,2011.83,20.0,Y,N,20.003913645360363
Energy Limited Partnership,Negative,Negative,Transamerica Energy Infrastructure Class C (TMCLX),Invesco SteelPath MLP Income Fund Class A (MLPDX),97.0,67.0,0.0235,0.6,14.01,13.47,0.68,2 years,04/30/2013,125.42,55.0,Y,N,0.0902,0.99,12.52,17.37,0.51,16 years,03/31/2010,3869.5,11.0,Y,Y,19.921845973952227
Energy Limited Partnership,Neutral,Negative,Transamerica Energy Infrastructure Class I (TMLPX),Invesco SteelPath MLP Select 40 Fund Class C (MLPEX),89.0,33.0,0.0128,0.69,14.03,14.73,0.68,2 years,04/30/2013,125.42,55.0,N,N,0.1104,1.18,12.13,19.29,0.5,16 years,03/31/2010,2011.83,20.0,Y,N,19.86264431657071
Energy Limited Partnership,Neutral,Negative,Catalyst Energy Infrastructure Fund Class I (MLXIX),Invesco SteelPath MLP Select 40 Fund Class C (MLPEX),85.0,33.0,0.0143,0.64,16.59,15.59,0.73,11 years,12/22/2014,328.05,16.0,N,N,0.1104,1.18,12.13,19.29,0.5,16 years,03/31/2010,2011.83,20.0,Y,N,19.78109343298783
Energy Limited Partnership,Negative,Negative,Transamerica Energy Infrastructure Class C (TMCLX),Invesco SteelPath MLP Alpha Plus Fund Class C (MLPMX),97.0,3.0,0.0235,0.6,14.01,13.47,0.68,2 years,04/30/2013,125.42,55.0,Y,N,0.18,1.03,18.04,23.53,0.73,14 years,12/30/2011,275.39,26.0,Y,N,19.49390474919526
Energy Limited Partnership,Neutral,Negative,Transamerica Energy Infrastructure Class A (TMLAX),Invesco SteelPath MLP Alpha Plus Fund Class A (MLPLX),91.0,2.0,0.0156,0.67,13.99,14.41,0.68,2 years,04/30/2013,125.42,55.0,Y,Y,0.1725,1.08,17.97,24.48,0.74,14 years,12/30/2011,275.39,26.0,Y,Y,19.480496626055107
Energy Limited Partnership,Negative,Negative,Invesco SteelPath MLP Alpha Plus Fund Class A (MLPLX),Invesco SteelPath MLP Income Fund Class C (MLPRX),2.0,75.0,0.1725,1.08,17.97,24.48,0.74,14 years,12/30/2011,275.39,26.0,Y,Y,0.0977,0.92,12.46,16.46,0.51,16 years,03/31/2010,3868.65,11.0,Y,N,19.456545664118547
Energy Limited Partnership,Neutral,Negative,Catalyst Energy Infrastructure Fund Class C (MLXCX),Invesco SteelPath MLP Income Fund Class A (MLPDX),90.0,67.0,0.0243,0.57,16.57,14.43,0.73,11 years,12/22/2014,328.05,16.0,N,N,0.0902,0.99,12.52,17.37,0.51,16 years,03/31/2010,3869.5,11.0,Y,Y,19.39761974156409
Energy Limited Partnership,Neutral,Negative,Transamerica Energy Infrastructure Class I (TMLPX),Invesco SteelPath MLP Alpha Plus Fund Class A (MLPLX),89.0,2.0,0.0128,0.69,14.03,14.73,0.68,2 years,04/30/2013,125.42,55.0,N,N,0.1725,1.08,17.97,24.48,0.74,14 years,12/30/2011,275.39,26.0,Y,Y,19.22563239237101
Energy Limited Partnership,Negative,Negative,Transamerica Energy Infrastructure Class C (TMCLX),Invesco SteelPath MLP Income Fund Class C (MLPRX),97.0,75.0,0.0235,0.6,14.01,13.47,0.68,2 years,04/30/2013,125.42,55.0,Y,N,0.0977,0.92,12.46,16.46,0.51,16 years,03/31/2010,3868.65,11.0,Y,N,19.221769100201715
Energy Limited Partnership,Neutral,Negative,Transamerica Energy Infrastructure Class A (TMLAX),Invesco SteelPath MLP Income Fund Class A (MLPDX),91.0,67.0,0.0156,0.67,13.99,14.41,0.68,2 years,04/30/2013,125.42,55.0,Y,Y,0.0902,0.99,12.52,17.37,0.51,16 years,03/31/2010,3869.5,11.0,Y,Y,19.15873644846273
Energy Limited Partnership,Neutral,Negative,Transamerica Energy Infrastructure Class I (TMLPX),Invesco SteelPath MLP Income Fund Class A (MLPDX),89.0,67.0,0.0128,0.69,14.03,14.73,0.68,2 years,04/30/2013,125.42,55.0,N,N,0.0902,0.99,12.52,17.37,0.51,16 years,03/31/2010,3869.5,11.0,Y,Y,18.9628344723277
Energy Limited Partnership,Neutral,Negative,Catalyst Energy Infrastructure Fund Class A (MLXAX),Invesco SteelPath MLP Income Fund Class A (MLPDX),86.0,67.0,0.0168,0.62,16.59,15.29,0.73,11 years,12/22/2014,328.05,16.0,Y,N,0.0902,0.99,12.52,17.37,0.51,16 years,03/31/2010,3869.5,11.0,Y,Y,18.83251092944237
Energy Limited Partnership,Negative,Negative,Goldman Sachs MLP Energy Infrastructure Fund Class C (GLPCX),Invesco SteelPath MLP Alpha Plus Fund Class A (MLPLX),84.0,2.0,0.0774,0.82,13.11,15.79,0.57,13 years,03/28/2013,1575.13,103.0,Y,N,0.1725,1.08,17.97,24.48,0.74,14 years,12/30/2011,275.39,26.0,Y,Y,18.80088517732014
Energy Limited Partnership,Neutral,Negative,Catalyst Energy Infrastructure Fund Class C (MLXCX),Invesco SteelPath MLP Alpha Fund Class A (MLPAX),90.0,6.0,0.0243,0.57,16.57,14.43,0.73,11 years,12/22/2014,328.05,16.0,N,N,0.0663,1.11,14.35,20.94,0.58,16 years,03/31/2010,1034.77,101.0,Y,Y,18.781017324564054
Energy Limited Partnership,Neutral,Negative,Transamerica Energy Infrastructure Class A (TMLAX),Invesco SteelPath MLP Alpha Plus Fund Class C (MLPMX),91.0,3.0,0.0156,0.67,13.99,14.41,0.68,2 years,04/30/2013,125.42,55.0,Y,Y,0.18,1.03,18.04,23.53,0.73,14 years,12/30/2011,275.39,26.0,Y,N,18.760276352480297
Energy Limited Partnership,Negative,Negative,Invesco SteelPath MLP Alpha Plus Fund Class C (MLPMX),Invesco SteelPath MLP Income Fund Class C (MLPRX),3.0,75.0,0.18,1.03,18.04,23.53,0.73,14 years,12/30/2011,275.39,26.0,Y,N,0.0977,0.92,12.46,16.46,0.51,16 years,03/31/2010,3868.65,11.0,Y,N,18.736325390543737
Energy Limited Partnership,Neutral,Negative,Catalyst Energy Infrastructure Fund Class C (MLXCX),Invesco SteelPath MLP Income Fund Class C (MLPRX),90.0,75.0,0.0243,0.57,16.57,14.43,0.73,11 years,12/22/2014,328.05,16.0,N,N,0.0977,0.92,12.46,16.46,0.51,16 years,03/31/2010,3868.65,11.0,Y,N,18.69754286781358
Energy Limited Partnership,Negative,Negative,Invesco SteelPath MLP Alpha Plus Fund Class A (MLPLX),Invesco SteelPath MLP Income Fund Class A (MLPDX),2.0,67.0,0.1725,1.08,17.97,24.48,0.74,14 years,12/30/2011,275.39,26.0,Y,Y,0.0902,0.99,12.52,17.37,0.51,16 years,03/31/2010,3869.5,11.0,Y,Y,18.669749027431685
Energy Limited Partnership,Neutral,Negative,Catalyst Energy Infrastructure Fund Class I (MLXIX),Invesco SteelPath MLP Income Fund Class A (MLPDX),85.0,67.0,0.0143,0.64,16.59,15.59,0.73,11 years,12/22/2014,328.05,16.0,N,N,0.0902,0.99,12.52,17.37,0.51,16 years,03/31/2010,3869.5,11.0,Y,Y,18.60969071706984
Energy Limited Partnership,Negative,Neutral,Invesco SteelPath MLP Alpha Plus Fund Class C (MLPMX),Transamerica Energy Infrastructure Class I (TMLPX),3.0,89.0,0.18,1.03,18.04,23.53,0.73,14 years,12/30/2011,275.39,26.0,Y,N,0.0128,0.69,14.03,14.73,0.68,2 years,04/30/2013,125.42,55.0,N,N,18.5054121187962
Energy Limited Partnership,Neutral,Negative,Transamerica Energy Infrastructure Class A (TMLAX),Invesco SteelPath MLP Income Fund Class C (MLPRX),91.0,75.0,0.0156,0.67,13.99,14.41,0.68,2 years,04/30/2013,125.42,55.0,Y,Y,0.0977,0.92,12.46,16.46,0.51,16 years,03/31/2010,3868.65,11.0,Y,N,18.458659574712218
Energy Limited Partnership,Negative,Neutral,Invesco SteelPath MLP Alpha Plus Fund Class A (MLPLX),PGIM Jennison Energy Infrastructure Fund-Class C (PRPCX),2.0,83.0,0.1725,1.08,17.97,24.48,0.74,14 years,12/30/2011,275.39,26.0,Y,Y,0.022,0.89,12.49,16.15,0.56,12 years,12/18/2013,462.97,70.0,Y,N,18.319592750388672
